Ticker,Mean,Sigma,Upper,Lower,LastPrice,BuyZone,SellZone,UnderControl,Slope_5d,Trend_Robust,Actionability
TDY,621.2570007324218,6.7173106915963405,627.9743114240182,614.5396900408255,624.2899780273438,False,False,True,2.9559936523437376,UP,Neutral
TEAM,83.14099960327148,5.0697763321781935,88.21077593544967,78.07122327109329,78.73999786376953,False,False,True,-0.9110000610351644,FLAT,Neutral
TER,430.4580017089844,21.8909597857381,452.3489614947225,408.5670419232463,436.8599853515625,False,False,True,1.1559967041015098,FLAT,Neutral
TFC,49.51499977111816,1.154125526109132,50.669125297227296,48.36087424500903,50.4900016784668,False,False,True,0.44600067138671334,UP,Neutral
TFX,127.04899978637695,2.818850376628789,129.86785016300576,124.23014940974817,129.86000061035156,False,False,True,1.9910003662109315,UP,Neutral
TMUS,183.49700012207032,3.2265247206182996,186.72352484268862,180.27047540145202,182.67999267578125,False,False,True,0.22399902343749742,FLAT,Neutral
TPR,147.86499938964843,2.4656909991203384,150.33069038876877,145.3993083905281,146.0,False,False,True,-1.0929992675781266,DOWN,Neutral
TSLA,393.6129943847656,14.086888768413424,407.69988315317903,379.5261056163522,379.7099914550781,False,False,True,-5.716998291015671,DOWN,Neutral
TT,479.2470001220703,12.218059429738966,491.46505955180925,467.02894069233133,477.8900146484375,False,False,True,0.17200317382806501,FLAT,Neutral
TTWO,232.04900054931642,10.562715043211016,242.61171559252745,221.4862855061054,238.52999877929688,False,False,True,-0.600001525878919,FLAT,Neutral
TXT,90.26300048828125,2.9719985209632123,93.23499900924446,87.29100196731804,91.22000122070312,False,False,True,1.1219993591308497,UP,Neutral
TYL,286.9499969482422,8.374513937462417,295.3245108857046,278.57548301077975,294.3999938964844,False,False,True,4.020999145507791,UP,Neutral
UHS,144.5770004272461,2.1255706444770435,146.70257107172316,142.45142978276905,145.69000244140625,False,False,True,0.47100067138670587,FLAT,Neutral
UNP,263.6960021972656,5.565025770251483,269.2610279675171,258.1309764270141,268.3500061035156,False,False,True,2.600003051757761,UP,Neutral
UPS,107.35999908447266,1.8031324715442476,109.1631315560169,105.55686661292842,108.13999938964844,False,False,True,0.5279998779296735,UP,Neutral
VICI,26.93532371520996,0.62522248076133,27.56054619597129,26.31010123444863,27.209999084472656,False,False,True,0.21499977111816104,UP,Neutral
VRSN,260.97400360107423,11.891630457622895,272.86563405869714,249.08237314345132,255.6199951171875,False,False,True,1.9489990234374721,FLAT,Neutral
VZ,46.35,0.8608007804377682,47.21080078043777,45.48919921956223,46.540000915527344,False,False,True,0.17000007629393987,FLAT,Neutral
WAB,272.3370025634766,4.705589195582575,277.0425917590591,267.631413367894,269.5299987792969,False,False,True,-0.22500000000003426,FLAT,Neutral
WBD,26.760000038146973,0.32588334944467234,27.085883387591647,26.4341166887023,26.739999771118164,False,False,True,-0.03200016021728582,FLAT,Neutral
WDAY,121.01699981689453,6.5778045841079775,127.5948044010025,114.43919523278655,124.20999908447266,False,False,True,2.0979995727538916,UP,Neutral
WFC,83.87999954223633,0.7990838794484737,84.67908342168481,83.08091566278786,83.86000061035156,False,False,True,0.06500091552734363,FLAT,Neutral
WHR,38.97000007629394,2.1440513056158417,41.11405138190978,36.8259487706781,38.97999954223633,False,False,True,0.6370002746582006,UP,Neutral
